,a2,a3,a4,a23,a24,a34,a234,r2,r3,r4,r23,r24,r34,r234,r2_a2,r2_a23,r2_a24,r2_a234,r23_a2,r23_a23,r23_a24,r23_a234,r234_a2,r234_a23,r234_a24,r234_a234
0,0,0,0,0,0,0,0,14,15,15,15,15,15,15,14,12,12,9,15,15,15,15,15,15,15,15
1,1,0,0,0,0,0,0,10,9,8,12,12,8,12,10,9,9,7,12,12,12,11,13,13,13,12
2,2,0,0,0,0,0,0,1,9,8,4,7,8,7,1,1,1,1,4,3,3,2,7,7,7,5
3,1,0,0,0,0,0,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
4,1,0,0,1,0,0,0,14,15,15,15,15,15,15,14,13,13,12,15,15,15,14,15,15,15,15
5,6,8,8,8,7,8,9,15,3,1,7,6,2,4,15,15,15,15,10,10,10,10,4,4,4,4
6,10,14,4,15,11,12,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
7,14,3,3,14,15,6,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
8,12,15,12,15,14,13,15,15,15,11,15,15,14,15,15,15,15,15,15,15,15,15,15,15,15,15
9,15,15,14,15,15,15,15,15,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
10,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
11,0,1,9,0,4,8,2,13,14,15,14,15,15,15,12,12,13,14,14,14,14,14,15,15,15,15
12,14,14,13,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
13,10,2,1,9,5,0,7,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
14,2,6,14,1,10,14,11,10,12,10,12,13,13,13,8,12,13,12,12,12,14,14,13,13,13,13
15,2,1,5,1,3,2,2,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
16,8,12,13,14,13,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
17,7,10,13,12,14,13,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
18,1,0,12,0,7,9,2,13,13,7,14,14,11,14,13,13,13,13,14,14,14,14,14,14,14,14
19,3,0,1,2,4,3,4,15,15,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
20,5,9,10,6,8,9,10,15,15,13,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
21,1,1,6,0,3,6,1,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
22,5,6,3,10,6,8,11,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
23,1,0,2,0,3,0,0,15,15,13,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
24,9,11,9,12,11,12,13,14,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
25,5,7,8,7,7,10,8,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
26,4,9,10,6,10,13,11,15,14,13,15,15,14,15,13,14,15,15,15,15,15,15,15,15,15,15
27,6,12,14,8,12,15,12,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
